variant,category,command,format_ok,cmd_valid,aligned,latency_ms
C_few_shot_2,Out_Of_Memory,kill -9 $(jobs -p),1,1,1,811.9
A_current,Out_Of_Memory,kill -9 $(lsof -i :80),1,1,1,1020.6
B_system_first,Out_Of_Memory,fuser -k /var/run/nginx.pid/tcp,1,0,0,1099.5
C_few_shot_2,Out_Of_Memory,fuser -k 80/tcp/tcp,1,0,0,870.6
A_current,Out_Of_Memory,kill -9 $(pgrep -f nginx),1,1,1,885.9
B_system_first,Out_Of_Memory,fallocate -l +1024G /mnt/backup && sudo mount /dev/sdb1 /,1,0,0,1244.9
C_few_shot_2,Out_Of_Memory,fuser -k /usr/bin/nginx/tcp 12373,1,0,0,772.3
A_current,Out_Of_Memory,kill -9 $(lsof -i :80),1,1,1,1054.1
B_system_first,Out_Of_Memory,fuser -k /var/run/nginx.pid/tcp,1,0,0,1054.0
C_few_shot_2,Out_Of_Memory,fuser -k /usr/local/cuda/bin/9.3.0/tcp 80,1,0,0,889.0
A_current,Out_Of_Memory,fallocate -l +1024M /path/to/newfile && sudo chmod 600 /,1,0,0,1129.0
B_system_first,Out_Of_Memory,fallocate -l +20G /path/to/newfile && sudo chmod 777 /path/to,1,0,0,1278.7
C_few_shot_2,Out_Of_Memory,fallocate -l +2G /path/to/redis.db && sudo chmod 600 /path/to,1,0,0,878.7
A_current,Out_Of_Memory,fuser -v /proc/6621/fpu /proc/6621/svc /,1,0,0,1103.3
B_system_first,Out_Of_Memory,systemctl restart nginx,1,1,0,989.4
C_few_shot_2,Out_Of_Memory,fuser -v /var/run/docker.sock/tcp/80 > /dev/null 2>&1,1,0,0,919.2
A_current,Out_Of_Memory,fuser -k /usr/bin/nvidia-smi /proc/$(pidof nvidia-smi) /,1,0,0,1051.1
B_system_first,Out_Of_Memory,fuser -k /usr/bin/nginx/tcp 80,1,0,0,1080.7
C_few_shot_2,Out_Of_Memory,fuser -k /usr/bin/nvidia-smi 9999,1,0,0,789.5
A_current,Out_Of_Memory,fuser -k /var/run/nginx.pid/tcp,1,0,0,834.2
B_system_first,Out_Of_Memory,fuser -k /var/run/nginx.pid/tcp,1,0,0,1084.2
C_few_shot_2,Out_Of_Memory,kill -9 $(jobs -p),1,1,1,633.1
A_current,Out_Of_Memory,kill -9 $(pgrep -f nginx),1,1,1,996.7
B_system_first,Out_Of_Memory,fallocate -l 8G /path/to/newfile && sudo chmod 777 /path/to/new,1,0,0,1247.6
C_few_shot_2,Out_Of_Memory,systemctl,1,1,0,833.1
A_current,Out_Of_Memory,fuser -k /usr/bin/python3 /proc/9934/fd,1,0,0,1048.1
B_system_first,Out_Of_Memory,fuser -k /var/run/nginx.pid/tcp,1,0,0,1137.1
C_few_shot_2,Out_Of_Memory,fuser -k /usr/bin/python3/tcp 80,1,0,0,793.7
A_current,Out_Of_Memory,fuser -k /usr/bin/nginx/tcp 0,1,0,0,833.6
B_system_first,Out_Of_Memory,fuser -k /var/run/nginx.pid/tcp,1,0,0,1003.0
C_few_shot_2,Out_Of_Memory,fuser -k /usr/bin/nginx/tcp 12345,1,0,0,718.5
A_current,Out_Of_Memory,fuser -k /usr/bin/nginx/tcp,1,0,0,1115.0
B_system_first,Out_Of_Memory,ulimit -n 65536,1,1,0,1351.0
C_few_shot_2,Out_Of_Memory,fuser -k /usr/bin/python3 /proc/$(pidof python3)/cmdline,1,0,0,1098.0
A_current,Out_Of_Memory,fuser -k /usr/lib/x86_64-linux-gnu/libstdc++.so,1,0,0,998.8
B_system_first,Out_Of_Memory,systemctl restart nginx,1,1,0,901.7
C_few_shot_2,Out_Of_Memory,fuser -k /usr/bin/java /usr/bin/jdk /usr/bin/python /usr/bin/nginx /usr,1,0,0,810.5
A_current,Out_Of_Memory,fuser -k /var/run/docker.sock/tcp/80,1,0,0,987.4
B_system_first,Out_Of_Memory,fuser -k /var/run/nginx.pid/tcp,1,0,0,1040.2
C_few_shot_2,Out_Of_Memory,fuser -k /var/run/docker.sock/tcp/80 sudo fuser -k /var/run/kube,1,0,0,846.2
A_current,Out_Of_Memory,fuser -k /var/run/nginx.pid/tcp,1,0,0,921.5
B_system_first,Out_Of_Memory,systemctl restart nginx,1,1,0,995.2
C_few_shot_2,Out_Of_Memory,fuser -k /usr/bin/gunicorn/tcp 80,1,0,0,795.3
A_current,Out_Of_Memory,kill -9 $(pgrep -f 'ruby' || true),1,1,1,1012.8
B_system_first,Out_Of_Memory,service nginx restart,1,1,0,1016.7
C_few_shot_2,Out_Of_Memory,fuser -k /usr/bin/nginx/tcp,1,0,0,918.8
A_current,Out_Of_Memory,kill -9 $(sudo lsof -i :80),1,1,1,1021.4
B_system_first,Out_Of_Memory,fuser -k /proc/5501/fd 9999 | sudo kill -SIG,1,0,0,1273.4
C_few_shot_2,Out_Of_Memory,fuser -k /proc/5501/fd 9999 | sudo kill -SIG,1,0,0,860.4
A_current,Out_Of_Memory,fuser -k /usr/bin/nginx /var/run/nginx.pid,1,0,0,962.3
B_system_first,Out_Of_Memory,fuser -k /var/run/cron.pid /proc/1982/fd,1,0,0,1157.8
C_few_shot_2,Out_Of_Memory,fuser -k /usr/bin/nginx/tcp 10254,1,0,0,743.8
A_current,Out_Of_Memory,fallocate -l +10G /mnt/backup && sudo mount /dev/sdX1 /mnt,1,0,0,1050.0
B_system_first,Out_Of_Memory,fallocate -l +20G /mnt/backup && sudo mount /dev/sdX1 /mnt,1,0,0,1254.2
C_few_shot_2,Out_Of_Memory,fuser -k /usr/bin/node /usr/bin/node.exe,1,0,0,711.3
A_current,Permission_Denied,systemctl restart nginx,1,1,0,955.0
B_system_first,Permission_Denied,systemctl restart nginx,1,1,0,1182.0
C_few_shot_2,Permission_Denied,systemctl restart nginx,1,1,0,823.7
A_current,Permission_Denied,systemctl restart nginx --log-level=debug,1,1,0,1176.7
B_system_first,Permission_Denied,systemctl restart nginx,1,1,0,1299.5
C_few_shot_2,Permission_Denied,systemctl restart nginx,1,1,0,825.7
A_current,Permission_Denied,systemctl restart nginx,1,1,0,958.3
B_system_first,Permission_Denied,systemctl restart nginx,1,1,0,1170.3
C_few_shot_2,Permission_Denied,systemctl restart nginx,1,1,0,774.9
A_current,Permission_Denied,ERROR: empty,0,0,0,1301.9
B_system_first,Permission_Denied,- CPU: 45% | MEM: 6.2GB/15,1,0,0,1542.1
C_few_shot_2,Permission_Denied,ERROR: empty,0,0,0,1162.3
A_current,Permission_Denied,systemctl restart nginx,1,1,0,1065.1
B_system_first,Permission_Denied,systemctl restart nginx,1,1,0,1278.4
C_few_shot_2,Permission_Denied,systemctl restart nginx,1,1,0,867.0
A_current,Permission_Denied,ERROR: empty,0,0,0,1337.7
B_system_first,Permission_Denied,Bug Report,1,0,0,1556.1
C_few_shot_2,Permission_Denied,systemctl restart nginx,1,1,0,883.2
A_current,Permission_Denied,"echo ""import sys; print(sys.exc_info()[0])"" > /tmp/ansible_module_error.log",1,1,0,1207.6
B_system_first,Permission_Denied,systemctl restart nginx,1,1,0,1298.5
C_few_shot_2,Permission_Denied,systemctl restart nginx,1,1,0,790.2
A_current,Permission_Denied,systemctl restart nginx,1,1,0,1038.8
B_system_first,Permission_Denied,systemctl restart nginx,1,1,0,1173.4
C_few_shot_2,Permission_Denied,systemctl restart nginx,1,1,0,865.3
A_current,Permission_Denied,systemctl restart nginx,1,1,0,1096.2
B_system_first,Permission_Denied,apt-get update && sudo apt-get upgrade -y,1,0,0,1436.0
C_few_shot_2,Permission_Denied,systemctl restart nginx,1,1,0,914.8
A_current,Permission_Denied,docker run --rm -it \,1,0,0,1306.1
B_system_first,Permission_Denied,docker run --rm -it \,1,0,0,1518.9
C_few_shot_2,Permission_Denied,systemctl restart nginx,1,1,0,903.6
A_current,Permission_Denied,rm /tmp/xxx,1,1,0,1320.7
B_system_first,Permission_Denied,rm /tmp/xxx,1,1,0,1537.3
C_few_shot_2,Permission_Denied,systemctl restart nginx,1,1,0,924.5
A_current,Permission_Denied,ulimit -n 65536,1,1,0,1337.4
B_system_first,Permission_Denied,ulimit -n 65536,1,1,0,1508.3
C_few_shot_2,Permission_Denied,systemctl restart nginx,1,1,0,973.0
A_current,Permission_Denied,fuser -k 80/tcp,1,0,0,1214.1
B_system_first,Permission_Denied,fuser -k 80/tcp,1,0,0,1377.8
C_few_shot_2,Permission_Denied,fuser -k 80/tcp,1,0,0,1025.1
A_current,Permission_Denied,systemctl restart nginx,1,1,0,1050.8
B_system_first,Permission_Denied,systemctl restart nginx,1,1,0,1206.8
C_few_shot_2,Permission_Denied,ERROR: empty,0,0,0,1122.8
A_current,Permission_Denied,systemctl restart nginx,1,1,0,1063.8
B_system_first,Permission_Denied,systemctl restart nginx,1,1,0,1305.8
C_few_shot_2,Permission_Denied,systemctl restart nginx,1,1,0,817.6
A_current,Permission_Denied,chown -R root:root /etc/ssl/private/ca.key,1,1,1,1007.6
B_system_first,Permission_Denied,fuser -k /etc/ssl/private/ca.key/tcp 0,1,0,0,1069.6
C_few_shot_2,Permission_Denied,fallocate -l +1024M /tmp/myfile && sudo chmod 660 /tmp,1,0,0,841.2
A_current,Permission_Denied,chown -R postgres:postgres /var/lib/postgresql/data,1,1,1,1029.6
B_system_first,Permission_Denied,fuser -k /var/lib/postgresql/data/tcp/8080,1,0,0,1164.2
C_few_shot_2,Permission_Denied,chown -R postgres:postgres /var/lib/postgresql/data,1,1,1,882.2
A_current,Permission_Denied,chown -R root:root /var/log/gunicorn/access.log,1,1,1,920.0
B_system_first,Permission_Denied,ufw reload,1,0,0,970.3
C_few_shot_2,Permission_Denied,kill -9 $(lsof -i :80),1,1,0,735.4
A_current,Permission_Denied,systemctl restart nginx,1,1,0,751.5
B_system_first,Permission_Denied,systemctl restart nginx,1,1,0,967.1
C_few_shot_2,Permission_Denied,chown -R root:root /var/lib/docker/containers,1,1,1,825.6
A_current,Permission_Denied,systemctl restart nginx,1,1,0,763.9
B_system_first,Permission_Denied,systemctl restart nginx,1,1,0,958.7
C_few_shot_2,Permission_Denied,"kill -9 $(pgrep -f ""cleanup.sh"")",1,1,0,724.0
A_current,Permission_Denied,chown -R celery:celery /var/log/celery/worker.log,1,1,1,996.4
B_system_first,Permission_Denied,fuser -k 80/tcp/tcp://0.0.0.0:80,1,0,0,1203.7
C_few_shot_2,Permission_Denied,chown -R celery:celery /var/log/celery/ worker.log,1,1,1,840.6
A_current,Permission_Denied,aws s3 cp --recursive /tmp/ bucket_name/destination_location,1,0,0,991.6
B_system_first,Permission_Denied,aws s3 cp --recursive /tmp/ bucket_name/destination_directory,1,0,0,1208.9
C_few_shot_2,Permission_Denied,aws s3 cp --recursive /tmp/ bucket_name/ destination_path,1,0,0,824.4
A_current,Permission_Denied,mkdir /var/log/kafka,1,1,0,1007.5
B_system_first,Permission_Denied,mkdir /var/log/kafka,1,1,0,1273.1
C_few_shot_2,Permission_Denied,mkdir /var/log/kafka && sudo chown root:root /var/log/kafka/,1,1,0,788.5
A_current,Permission_Denied,systemctl restart nginx,1,1,0,859.1
B_system_first,Permission_Denied,fuser -k /var/lib/grafana/grafana.db/tcp 0,1,0,0,1255.2
C_few_shot_2,Permission_Denied,fuser -k 80/tcp/tcp > /dev/null,1,0,0,773.0
A_current,Permission_Denied,chown -R $USER:$USER /var/log/app/app.log,1,1,1,882.2
B_system_first,Permission_Denied,chown -R root:root /var/log/app/app.log,1,1,1,1232.8
C_few_shot_2,Permission_Denied,kill -9 `cat /proc/1234/status`,1,1,0,733.0
A_current,Permission_Denied,fuser -k /var/lib/git/objects /dev/null,1,0,0,935.8
B_system_first,Permission_Denied,fusermount -u /mnt/backup,1,0,0,1249.1
C_few_shot_2,Permission_Denied,fuser -k /var/lib/git/objects 1234567890,1,0,0,829.6
A_current,Permission_Denied,"mount -o remount,ro /dev/sdb1",1,0,0,886.3
B_system_first,Permission_Denied,"mount -o remount,rw /dev/sdb1",1,0,0,1141.7
C_few_shot_2,Permission_Denied,"mount -o remount,ro /dev/sdb1",1,0,0,728.2
A_current,Permission_Denied,chown -R www-data:www-data /var/www/html,1,1,1,1058.2
B_system_first,Permission_Denied,chown -R www-data:www-data /var/www/html,1,1,1,1244.1
C_few_shot_2,Permission_Denied,chown -R www-data:www-data /var/www/html,1,1,1,895.0
A_current,Permission_Denied,chown -R root:root /etc/nginx/conf.d,1,1,1,1130.7
B_system_first,Permission_Denied,chown -R root:root /var/lib/nginx,1,1,1,1348.3
C_few_shot_2,Permission_Denied,chown -R $USER /var/lib/nginx,1,1,1,932.4
A_current,Permission_Denied,"mount -o remount,rw /dev/sdb1",1,0,0,862.8
B_system_first,Permission_Denied,fallocate -l +2048 /dev/sdb1,1,0,0,1221.6
C_few_shot_2,Permission_Denied,fallocate -l 2G /mnt/backup && sudo mount /dev/sda1 /mnt/backup,1,0,0,839.0
A_current,Permission_Denied,rm -rf /var/log/nginx/ && sudo ln -s /var/log/nginx/ /var/log/nginx/,1,1,0,1088.4
B_system_first,Permission_Denied,service nginx restart,1,1,0,952.6
C_few_shot_2,Permission_Denied,rm -rf /var/log/nginx/ && sudo chown root:root /var/log/nginx/ && sudo ln,1,1,0,913.5
A_current,Permission_Denied,systemctl restart nginx,1,1,0,784.6
B_system_first,Permission_Denied,systemctl restart nginx,1,1,0,879.3
C_few_shot_2,Permission_Denied,kill -9 $(pgrep -f 'python'),1,1,0,674.9
A_current,Permission_Denied,mkdir -p /var/lib/docker/volumes,1,1,0,1040.1
B_system_first,Permission_Denied,mkdir -p /var/lib/docker/volumes/,1,1,0,1056.3
C_few_shot_2,Permission_Denied,mkdir -p /var/lib/docker/volumes/,1,1,0,668.5
A_current,Permission_Denied,systemctl restart nginx,1,1,0,989.2
B_system_first,Permission_Denied,systemctl restart nginx,1,1,0,918.4
C_few_shot_2,Permission_Denied,docker container prune --force,1,0,0,550.0
A_current,Permission_Denied,chown -R root:root /etc/nginx/sites-available/default,1,1,1,1007.2
B_system_first,Permission_Denied,fusermount -u /var/lib/nginx,1,0,0,1126.0
C_few_shot_2,Permission_Denied,fallocate -l 1G /tmp/nginx,1,0,0,882.7
A_current,Permission_Denied,chown -R user:user /home/user/.npm,1,1,1,1054.1
B_system_first,Permission_Denied,fuser -k /usr/bin/nginx/tcp 80,1,0,0,1228.2
C_few_shot_2,Permission_Denied,fuser -k /usr/bin/node /usr/bin/npm | xargs kill -9,1,0,0,795.0
A_current,Permission_Denied,chown -R $USER:$USER /home/runner/work,1,1,1,899.6
B_system_first,Permission_Denied,chown -R $USER /home/runner/work,1,1,1,1282.1
C_few_shot_2,Permission_Denied,chown -R $USER /home/runner/work,1,1,1,879.2
A_current,Permission_Denied,apt-get update && sudo apt-get upgrade -y && sudo apt-get install python3-pip --fix-missing,1,0,0,1122.3
B_system_first,Permission_Denied,apt-get update && sudo apt-get upgrade -y && sudo apt-get install -y python3-pip && sudo,1,0,0,1371.3
C_few_shot_2,Permission_Denied,apt-get update && sudo apt-get upgrade -y && sudo apt-get install -y libgl1-mesa-g,1,0,0,961.4
A_current,Permission_Denied,systemctl restart nginx,1,1,0,675.7
B_system_first,Permission_Denied,systemctl restart nginx,1,1,0,862.4
C_few_shot_2,Permission_Denied,systemctl restart nginx,1,1,0,492.8
A_current,Permission_Denied,chown -R www-data:www-data /var/www/app,1,1,1,929.3
B_system_first,Permission_Denied,chown -R www-data:www-data /var/www/app,1,1,1,1298.3
C_few_shot_2,Permission_Denied,chown -R www-data:www-data /var/www/app,1,1,1,920.6
A_current,Port_Conflict,systemctl restart nginx,1,1,1,1586.5
B_system_first,Port_Conflict,systemctl restart nginx,1,1,1,1783.1
C_few_shot_2,Port_Conflict,systemctl restart nginx,1,1,1,1407.9
A_current,Port_Conflict,systemctl restart nginx,1,1,1,811.8
B_system_first,Port_Conflict,systemctl restart nginx,1,1,1,1010.5
C_few_shot_2,Port_Conflict,kill -HUP `cat /proc/6379/status`,1,1,1,816.0
A_current,Port_Conflict,fuser -k /var/run/nginx.pid/tcp,1,0,0,895.3
B_system_first,Port_Conflict,fuser -k /var/run/nginx.pid/tcp,1,0,0,1207.8
C_few_shot_2,Port_Conflict,fuser -k /var/run/docker.sock/tcp/6379,1,0,0,810.2
A_current,Port_Conflict,ulimit -n 65536,1,1,0,896.2
B_system_first,Port_Conflict,"sysctl -w net.ipv4.ip_local_port_range=""8500 9000""",1,0,0,1258.9
C_few_shot_2,Port_Conflict,fuser -k /var/run/docker.sock/tcp/8500 > /dev/null 2>&1,1,0,0,938.4
A_current,Port_Conflict,ulimit -n 65536,1,1,0,909.0
B_system_first,Port_Conflict,sysctl -w kernel.msggroup=1000,1,0,0,1213.7
C_few_shot_2,Port_Conflict,sysctl -w kernel.sysrq=10,1,0,0,751.6
A_current,Port_Conflict,ulimit -n 65536,1,1,0,943.5
B_system_first,Port_Conflict,systemctl restart nginx,1,1,1,1060.1
C_few_shot_2,Port_Conflict,systemctl restart nginx,1,1,1,639.6
A_current,Port_Conflict,ulimit -n 65536,1,1,0,854.6
B_system_first,Port_Conflict,sysctl -w kernel.max_open_files=102400000,1,0,0,1278.9
C_few_shot_2,Port_Conflict,ulimit -n 65536,1,1,0,694.7
A_current,Port_Conflict,"kill -9 $(pgrep -f ""rust"" | awk '{print $1}')",1,1,1,1094.3
B_system_first,Port_Conflict,fuser -k /usr/bin/nginx/tcp,1,0,0,1080.7
C_few_shot_2,Port_Conflict,fuser -k /usr/bin/nginx/tcp 10254,1,0,0,811.2
A_current,Port_Conflict,ulimit -n 65536,1,1,0,910.2
B_system_first,Port_Conflict,service nginx restart,1,1,0,957.7
C_few_shot_2,Port_Conflict,kill -HUP `cat /proc/5501/status`,1,1,1,793.0
A_current,Port_Conflict,ulimit -n 65536,1,1,0,827.5
B_system_first,Port_Conflict,kill -9 $(lsof -i :80),1,1,1,1068.0
C_few_shot_2,Port_Conflict,kill -9 $(lsof -i :8080),1,1,1,822.7
A_current,Port_Conflict,ulimit -n 65536,1,1,0,867.5
B_system_first,Port_Conflict,fuser -k /var/run/nvidia-container-runtime.pid /proc/809/fd,1,0,0,1269.0
C_few_shot_2,Port_Conflict,fuser -k /var/run/ntpd.pid /proc/123/tcp,1,0,0,796.4
A_current,Port_Conflict,ulimit -n 65536,1,1,0,884.1
B_system_first,Port_Conflict,fuser -k /var/run/nginx.pid/tcp 80,1,0,0,1166.0
C_few_shot_2,Port_Conflict,fuser -k /var/run/docker.sock/tcp/9090,1,0,0,819.0
A_current,Port_Conflict,ulimit -n 65536,1,1,0,914.2
B_system_first,Port_Conflict,ulimit -n 65536,1,1,0,1097.5
C_few_shot_2,Port_Conflict,ulimit -n 1024,1,1,0,720.6
A_current,Port_Conflict,ulimit -n 65536,1,1,0,793.9
B_system_first,Port_Conflict,sysctl -w kernel.max_vma=1048576000,1,0,0,1205.9
C_few_shot_2,Port_Conflict,sysctl -w kernel.max_vma_bytes=16777216,1,0,0,815.6
A_current,Port_Conflict,systemctl restart nginx,1,1,1,781.9
B_system_first,Port_Conflict,systemctl restart nginx,1,1,1,1319.0
C_few_shot_2,Port_Conflict,docker stop $(docker ps -a -q) sudo docker rm $(docker ps -a -q) sudo docker,1,0,0,907.4
A_current,Port_Conflict,ulimit -n 65536,1,1,0,865.6
B_system_first,Port_Conflict,ulimit -n 65536,1,1,0,1075.4
C_few_shot_2,Port_Conflict,ulimit -n 65535,1,1,0,880.8
A_current,Port_Conflict,ulimit -n 65536,1,1,0,910.3
B_system_first,Port_Conflict,sysctl -w vm.mincore=128,1,0,0,1313.1
C_few_shot_2,Port_Conflict,sysctl -w vm.mincore=128,1,0,0,944.1
A_current,Port_Conflict,fuser -k /var/run/php-fpm.pid/tcp 9000,1,0,0,1050.6
B_system_first,Port_Conflict,fuser -k /var/run/nginx.pid/tcp 80,1,0,0,1227.2
C_few_shot_2,Port_Conflict,fuser -k /var/run/php-fpm.pid tcp 9000,1,0,0,869.6
A_current,Port_Conflict,fuser -k /var/run/nginx.pid/tcp,1,0,0,894.2
B_system_first,Port_Conflict,fuser -k /var/run/nginx.pid/tcp,1,0,0,1116.0
C_few_shot_2,Port_Conflict,fuser -k /var/run/nginx.pid/tcp,1,0,0,723.2
A_current,Port_Conflict,fuser -k /var/run/nginx.pid 4000,1,0,0,937.7
B_system_first,Port_Conflict,fuser -k /var/run/nginx.pid 80,1,0,0,1110.2
C_few_shot_2,Port_Conflict,fuser -k /var/run/nginx.pid /var/run/node.pid,1,0,0,772.1
A_current,Port_Conflict,systemctl restart nginx,1,1,1,730.5
B_system_first,Port_Conflict,systemctl restart nginx,1,1,1,912.4
C_few_shot_2,Port_Conflict,service nginx restart,1,1,0,546.9
A_current,Port_Conflict,fuser -k /var/run/docker.sock/tcp/9092,1,0,0,956.1
B_system_first,Port_Conflict,fuser -k /var/run/docker.sock/tcp/9092,1,0,0,1097.2
C_few_shot_2,Port_Conflict,fuser -k /var/run/docker.sock/tcp/9092 > /dev/null 2>&1,1,0,0,902.0
A_current,Port_Conflict,ulimit -n 65536,1,1,0,900.3
B_system_first,Port_Conflict,fuser -k /var/run/nginx.pid/tcp,1,0,0,1136.3
C_few_shot_2,Port_Conflict,fuser -k /var/run/docker.sock/tcp/6379 > /dev/null 2>&1,1,0,0,915.5
A_current,Port_Conflict,service nginx restart,1,1,0,734.5
B_system_first,Port_Conflict,service nginx restart,1,1,0,974.6
C_few_shot_2,Port_Conflict,kill -9 $(lsof -i :8443),1,1,1,740.3
A_current,Port_Conflict,ulimit -n 65536,1,1,0,876.1
B_system_first,Port_Conflict,fuser -k /var/run/docker.sock/tcp/8200,1,0,0,1204.0
C_few_shot_2,Port_Conflict,fuser -k /var/run/docker.sock/tcp/8200 > /dev/null 2>&1,1,0,0,897.0
A_current,Port_Conflict,ulimit -n 65536,1,1,0,859.1
B_system_first,Port_Conflict,service nginx restart,1,1,0,934.0
C_few_shot_2,Port_Conflict,kill -9 $(lsof -i :7077),1,1,1,759.4
A_current,Port_Conflict,ulimit -n 65536,1,1,0,841.1
B_system_first,Port_Conflict,sysctl -w kernel.msggroup=128,1,0,0,1230.4
C_few_shot_2,Port_Conflict,fuser -k 9300/tcp/tcp,1,0,0,707.2
A_current,Port_Conflict,fuser -k /var/run/nginx.pid/tcp,1,0,0,885.8
B_system_first,Port_Conflict,service nginx restart,1,1,0,993.6
C_few_shot_2,Port_Conflict,fuser -k 9000/tcp | sudo kill -SIGTERM 9000,1,0,0,959.1
A_current,Port_Conflict,fuser -k /var/run/nginx.pid/tcp,1,0,0,947.3
B_system_first,Port_Conflict,fuser -k /usr/bin/nginx/tcp 0,1,0,0,1224.5
C_few_shot_2,Port_Conflict,fuser -k /usr/bin/nginx/tcp 0,1,0,0,852.2
A_current,Port_Conflict,systemctl restart nginx,1,1,1,891.2
B_system_first,Port_Conflict,systemctl restart nginx,1,1,1,1054.7
C_few_shot_2,Port_Conflict,kill -9 $(lsof -i :80),1,1,1,785.9
A_current,Port_Conflict,systemctl restart nginx,1,1,1,748.0
B_system_first,Port_Conflict,systemctl restart nginx,1,1,1,967.8
C_few_shot_2,Port_Conflict,kill -9 $(lsof -i :2181),1,1,1,781.1
A_current,Process_Crash,ERROR: empty,0,0,0,1315.2
B_system_first,Process_Crash,ERROR: empty,0,0,0,1549.1
C_few_shot_2,Process_Crash,ERROR: empty,0,0,0,1117.1
A_current,Process_Crash,"kubectl get pods -o wide | grep ""Pod"" | awk '{print $1}' | xargs",1,0,0,1241.7
B_system_first,Process_Crash,"kubectl get pods -o wide | grep ""Pod"" | awk '{print $1}' | xargs",1,0,0,1408.8
C_few_shot_2,Process_Crash,systemctl restart nginx,1,1,1,852.2
A_current,Process_Crash,kubectl apply -f <patch_file>,1,0,0,1147.8
B_system_first,Process_Crash,kubectl apply -f <file_path>,1,0,0,1384.0
C_few_shot_2,Process_Crash,kubectl apply -f <path_to_your_patch_file>,1,0,0,1065.8
A_current,Process_Crash,kubectl scale --replicas=1 deployment <deployment-name>,1,0,0,1100.6
B_system_first,Process_Crash,ulimit -n 65536,1,1,0,1282.9
C_few_shot_2,Process_Crash,docker stop $(docker ps -a --no-stream | grep -v '^\*' | awk '{,1,0,0,1031.6
A_current,Process_Crash,swapoff -a,1,0,0,1196.7
B_system_first,Process_Crash,systemctl restart nginx,1,1,1,1284.4
C_few_shot_2,Process_Crash,systemctl restart nginx,1,1,1,914.8
A_current,Process_Crash,systemctl restart nginx,1,1,1,1099.6
B_system_first,Process_Crash,systemctl restart nginx,1,1,1,1312.7
C_few_shot_2,Process_Crash,"kind feature, sets the oom.memory.group bit for container cgroups on kernels with cgroups v2.",1,0,0,1153.5
A_current,Process_Crash,ERROR: empty,0,0,0,1376.0
B_system_first,Process_Crash,ERROR: empty,0,0,0,1598.3
C_few_shot_2,Process_Crash,systemctl restart,1,1,1,1247.7
A_current,Process_Crash,systemctl restart nginx,1,1,1,1136.8
B_system_first,Process_Crash,systemctl restart nginx,1,1,1,1311.5
C_few_shot_2,Process_Crash,systemctl restart nginx,1,1,1,927.2
A_current,Process_Crash,systemctl restart nginx,1,1,1,1051.6
B_system_first,Process_Crash,systemctl restart nginx,1,1,1,1209.0
C_few_shot_2,Process_Crash,systemctl restart nginx,1,1,1,864.0
A_current,Process_Crash,systemctl restart nginx,1,1,1,1052.6
B_system_first,Process_Crash,systemctl restart nginx,1,1,1,1249.3
C_few_shot_2,Process_Crash,systemctl restart nginx,1,1,1,881.8
A_current,Process_Crash,ulimit -n 65536,1,1,0,1131.8
B_system_first,Process_Crash,ulimit -n 65536,1,1,0,1404.1
C_few_shot_2,Process_Crash,systemctl restart nginx,1,1,1,779.3
A_current,Process_Crash,ulimit -n 65536,1,1,0,1483.2
B_system_first,Process_Crash,ulimit -n 65536,1,1,0,1665.0
C_few_shot_2,Process_Crash,Error: ### What happened?,1,0,0,1346.8
A_current,Process_Crash,systemctl restart nginx,1,1,1,1077.2
B_system_first,Process_Crash,systemctl restart nginx,1,1,1,946.3
C_few_shot_2,Process_Crash,fuser -k /usr/bin/python /proc/5399/fd 2>/dev/null ||,1,0,0,903.6
A_current,Process_Crash,ulimit -n 65536,1,1,0,869.8
B_system_first,Process_Crash,sysctl -w vm.mincore=0,1,0,0,1134.0
C_few_shot_2,Process_Crash,kill -9 $(lsof -i :80),1,1,1,756.0
A_current,Process_Crash,systemctl restart nginx,1,1,1,1035.3
B_system_first,Process_Crash,systemctl restart nginx,1,1,1,1276.0
C_few_shot_2,Process_Crash,kill -9 $(pgrep -f supervisord),1,1,1,698.3
A_current,Process_Crash,kill -9 $(jobs -p),1,1,1,854.4
B_system_first,Process_Crash,systemctl restart nginx,1,1,1,928.8
C_few_shot_2,Process_Crash,kill -9 $(jobs -p),1,1,1,617.9
A_current,Process_Crash,fuser -k /var/run/nginx.pid/tcp,1,0,0,837.7
B_system_first,Process_Crash,service nginx restart,1,1,0,928.8
C_few_shot_2,Process_Crash,kill -9 $(lsof -i :80),1,1,1,717.3
A_current,Process_Crash,ulimit -n 65536,1,1,0,869.1
B_system_first,Process_Crash,service nginx restart,1,1,0,933.6
C_few_shot_2,Process_Crash,kill -9 7801,1,1,1,630.7
A_current,Process_Crash,ulimit -n 65536,1,1,0,897.5
B_system_first,Process_Crash,service nginx restart,1,1,0,946.4
C_few_shot_2,Process_Crash,fuser -k /usr/bin/node /usr/bin/node.exe,1,0,0,742.3
A_current,Process_Crash,fuser -k /usr/local/cuda/bin/nvidia-smi /dev/null,1,0,0,986.0
B_system_first,Process_Crash,systemctl restart nginx,1,1,1,884.4
C_few_shot_2,Process_Crash,fuser -k 80/tcp/tcp,1,0,0,906.4
A_current,Process_Crash,docker stop abc123,1,0,0,999.4
B_system_first,Process_Crash,systemctl restart nginx,1,1,1,976.4
C_few_shot_2,Process_Crash,docker stop abc123,1,0,0,878.1
